split	stem	image_path	annotation_path
val	9999963_00000_d_0000055	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999963_00000_d_0000055.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999963_00000_d_0000055.txt
val	9999973_00000_d_0000047	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999973_00000_d_0000047.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999973_00000_d_0000047.txt
val	9999973_00000_d_0000131	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999973_00000_d_0000131.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999973_00000_d_0000131.txt
val	9999976_00000_d_0000031	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999976_00000_d_0000031.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999976_00000_d_0000031.txt
val	9999976_00000_d_0000032	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999976_00000_d_0000032.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999976_00000_d_0000032.txt
val	9999980_00000_d_0000002	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999980_00000_d_0000002.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999980_00000_d_0000002.txt
val	9999986_00000_d_0000019	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999986_00000_d_0000019.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999986_00000_d_0000019.txt
val	9999986_00000_d_0000057	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999986_00000_d_0000057.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999986_00000_d_0000057.txt
test	0000074_13313_d_0000026	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/0000074_13313_d_0000026.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/0000074_13313_d_0000026.txt
test	0000074_15793_d_0000031	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/0000074_15793_d_0000031.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/0000074_15793_d_0000031.txt
test	0000299_03500_d_0000104	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/0000299_03500_d_0000104.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/0000299_03500_d_0000104.txt
test	0000314_01000_d_0000144	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/0000314_01000_d_0000144.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/0000314_01000_d_0000144.txt
test	0000320_00750_d_0000007	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/0000320_00750_d_0000007.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/0000320_00750_d_0000007.txt
test	0000353_00000_d_0000188	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/0000353_00000_d_0000188.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/0000353_00000_d_0000188.txt
test	9999938_00000_d_0000190	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999938_00000_d_0000190.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999938_00000_d_0000190.txt
test	9999938_00000_d_0000201	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999938_00000_d_0000201.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999938_00000_d_0000201.txt
test	9999938_00000_d_0000251	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999938_00000_d_0000251.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999938_00000_d_0000251.txt
test	9999952_00000_d_0000027	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999952_00000_d_0000027.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999952_00000_d_0000027.txt
test	9999963_00000_d_0000029	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999963_00000_d_0000029.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999963_00000_d_0000029.txt
test	9999973_00000_d_0000033	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999973_00000_d_0000033.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999973_00000_d_0000033.txt
test	9999973_00000_d_0000076	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999973_00000_d_0000076.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999973_00000_d_0000076.txt
test	9999976_00000_d_0000004	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999976_00000_d_0000004.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999976_00000_d_0000004.txt
test	9999986_00000_d_0000011	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/images/9999986_00000_d_0000011.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-test/annotations/9999986_00000_d_0000011.txt
