split	stem	image_path	annotation_path	source_split
train	9999938_00000_d_0000199	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000199.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000199.txt	visdrone_test_100
train	9999938_00000_d_0000207	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000207.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000207.txt	visdrone_test_100
train	9999938_00000_d_0000208	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000208.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000208.txt	test
train	9999938_00000_d_0000214	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000214.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000214.txt	test
train	9999938_00000_d_0000216	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000216.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000216.txt	visdrone_test_100
train	9999938_00000_d_0000226	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000226.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000226.txt	visdrone_test_100
train	9999938_00000_d_0000228	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000228.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000228.txt	test
train	9999938_00000_d_0000263	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000263.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000263.txt	test
train	9999938_00000_d_0000264	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000264.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000264.txt	test
train	9999938_00000_d_0000265	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000265.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000265.txt	test
train	9999938_00000_d_0000291	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000291.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000291.txt	visdrone_test_100
train	9999938_00000_d_0000293	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000293.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000293.txt	test
train	9999938_00000_d_0000296	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000296.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000296.txt	visdrone_test_100
train	9999938_00000_d_0000302	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000302.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000302.txt	visdrone_test_100
train	9999938_00000_d_0000313	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000313.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000313.txt	visdrone_test_100
train	9999938_00000_d_0000315	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000315.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000315.txt	test
train	9999938_00000_d_0000319	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000319.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000319.txt	visdrone_test_100
train	9999938_00000_d_0000336	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000336.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000336.txt	test
train	9999938_00000_d_0000342	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000342.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000342.txt	visdrone_test_100
train	9999938_00000_d_0000350	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000350.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000350.txt	visdrone_test_100
train	9999938_00000_d_0000373	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000373.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000373.txt	test
train	9999938_00000_d_0000389	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000389.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000389.txt	test
train	9999938_00000_d_0000406	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000406.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000406.txt	test
train	9999938_00000_d_0000417	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000417.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000417.txt	test
train	9999938_00000_d_0000421	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000421.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000421.txt	test
train	9999938_00000_d_0000429	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000429.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000429.txt	test
train	9999938_00000_d_0000439	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000439.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000439.txt	visdrone_test_100
train	9999938_00000_d_0000440	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000440.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000440.txt	test
train	9999938_00000_d_0000446	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000446.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000446.txt	visdrone_test_100
train	9999938_00000_d_0000454	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000454.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000454.txt	visdrone_test_100
train	9999938_00000_d_0000470	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000470.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000470.txt	test
train	9999938_00000_d_0000473	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000473.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000473.txt	test
train	9999938_00000_d_0000477	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000477.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000477.txt	visdrone_test_100
train	9999938_00000_d_0000479	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000479.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000479.txt	test
train	9999938_00000_d_0000484	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000484.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000484.txt	test
train	9999938_00000_d_0000485	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000485.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000485.txt	visdrone_test_100
train	9999938_00000_d_0000490	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000490.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000490.txt	visdrone_test_100
train	9999938_00000_d_0000497	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000497.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000497.txt	visdrone_test_100
train	9999938_00000_d_0000498	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000498.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000498.txt	test
train	9999938_00000_d_0000500	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000500.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000500.txt	test
train	9999938_00000_d_0000504	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000504.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000504.txt	test
train	9999938_00000_d_0000508	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000508.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000508.txt	visdrone_test_100
train	9999938_00000_d_0000516	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999938_00000_d_0000516.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999938_00000_d_0000516.txt	test
train	9999940_00000_d_0000005	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000005.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000005.txt	train
train	9999940_00000_d_0000007	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000007.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000007.txt	train
train	9999940_00000_d_0000022	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000022.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000022.txt	train
train	9999940_00000_d_0000026	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000026.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000026.txt	train
train	9999940_00000_d_0000047	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000047.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000047.txt	train
train	9999940_00000_d_0000054	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000054.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000054.txt	train
train	9999940_00000_d_0000056	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000056.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000056.txt	train
train	9999940_00000_d_0000073	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000073.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000073.txt	train
train	9999940_00000_d_0000078	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000078.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000078.txt	train
train	9999940_00000_d_0000090	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000090.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000090.txt	train
train	9999940_00000_d_0000094	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000094.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000094.txt	train
train	9999940_00000_d_0000099	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999940_00000_d_0000099.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999940_00000_d_0000099.txt	train
train	9999941_00000_d_0000005	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999941_00000_d_0000005.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999941_00000_d_0000005.txt	test
train	9999941_00000_d_0000009	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999941_00000_d_0000009.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999941_00000_d_0000009.txt	visdrone_test_100
train	9999941_00000_d_0000011	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999941_00000_d_0000011.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999941_00000_d_0000011.txt	visdrone_test_100
train	9999941_00000_d_0000016	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999941_00000_d_0000016.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999941_00000_d_0000016.txt	test
train	9999941_00000_d_0000020	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999941_00000_d_0000020.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999941_00000_d_0000020.txt	test
train	9999942_00000_d_0000027	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000027.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000027.txt	train
train	9999942_00000_d_0000039	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000039.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000039.txt	train
train	9999942_00000_d_0000050	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000050.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000050.txt	train
train	9999942_00000_d_0000052	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000052.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000052.txt	train
train	9999942_00000_d_0000072	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000072.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000072.txt	train
train	9999942_00000_d_0000081	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000081.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000081.txt	train
train	9999942_00000_d_0000087	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000087.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000087.txt	train
train	9999942_00000_d_0000089	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000089.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000089.txt	train
train	9999942_00000_d_0000114	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000114.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000114.txt	train
train	9999942_00000_d_0000140	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000140.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000140.txt	train
train	9999942_00000_d_0000147	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000147.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000147.txt	train
train	9999942_00000_d_0000156	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000156.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000156.txt	train
train	9999942_00000_d_0000157	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000157.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000157.txt	train
train	9999942_00000_d_0000173	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000173.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000173.txt	train
train	9999942_00000_d_0000183	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000183.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000183.txt	train
train	9999942_00000_d_0000233	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000233.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000233.txt	train
train	9999942_00000_d_0000237	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000237.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000237.txt	train
train	9999942_00000_d_0000244	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000244.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000244.txt	train
train	9999942_00000_d_0000254	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000254.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000254.txt	train
train	9999942_00000_d_0000266	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999942_00000_d_0000266.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999942_00000_d_0000266.txt	train
train	9999943_00000_d_0000027	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999943_00000_d_0000027.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999943_00000_d_0000027.txt	train
train	9999943_00000_d_0000071	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999943_00000_d_0000071.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999943_00000_d_0000071.txt	train
train	9999943_00000_d_0000092	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999943_00000_d_0000092.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999943_00000_d_0000092.txt	train
train	9999945_00000_d_0000009	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999945_00000_d_0000009.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999945_00000_d_0000009.txt	train
train	9999945_00000_d_0000017	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999945_00000_d_0000017.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999945_00000_d_0000017.txt	train
train	9999945_00000_d_0000018	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999945_00000_d_0000018.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999945_00000_d_0000018.txt	train
train	9999945_00000_d_0000028	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999945_00000_d_0000028.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999945_00000_d_0000028.txt	train
train	9999945_00000_d_0000035	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999945_00000_d_0000035.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999945_00000_d_0000035.txt	train
train	9999945_00000_d_0000049	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/9999945_00000_d_0000049.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/9999945_00000_d_0000049.txt	train
